tilltalsnamn,2014,2015,2016,2017,2018,2019
Mahmood,0,3,0,0,0,0
Mahmoud,14,21,24,24,21,29
Mahmud,0,4,0,3,2,3
Mahnoor,2,0,2,0,0,0
Mahrosh,0,0,2,0,0,0
Mahsa,0,0,0,0,0,2
Mahtab,0,0,0,0,2,0
Mahveen,0,0,0,0,0,0
Mahya,0,0,2,2,3,0
Mai,0,4,3,2,5,5
Maia,20,19,8,10,19,15
Maïa,0,0,0,0,0,0
Maiar,0,0,2,0,0,0
Maichel,0,0,0,0,0,0
Maid,0,0,0,2,0,0
Maida,38,24,35,36,36,34
Maidah,2,0,2,3,0,2
Maiden,0,0,0,0,0,0
Maija,11,4,7,4,7,8
Maik,0,0,0,0,0,0
Maika,0,0,0,0,0,0
Maikel,3,2,0,0,0,0
Maiken,3,6,9,5,6,6
Mailen,0,2,2,0,0,0
Mailey,0,0,0,3,0,0
Maili,0,2,0,0,2,0
Mailo,0,0,0,0,0,0
Maily,3,0,2,0,0,0
Maimuna,0,0,0,0,0,0
Maimunah,0,0,0,0,2,0
Maira,2,6,5,3,3,5
Mais,0,0,0,3,2,2
Maisa,0,2,2,4,0,3
Maisha,0,0,0,0,0,4
Maisie,0,2,2,0,0,4
Maison,0,3,2,3,0,2
Maite,2,2,0,0,0,0
Maiven,0,0,0,2,0,0
Maiya,4,0,0,0,0,0
Maiza,0,2,2,3,3,0
Maj,44,33,55,39,52,46
Maja,546,498,494,407,461,444
Majali,0,0,0,0,0,0
Maja-Li,0,0,0,0,0,0
Maja-Lisa,0,0,0,0,0,2
Maja-Lo,0,0,2,0,0,0
MajaStina,0,2,2,0,0,0
Maja-Stina,0,0,6,0,0,2
Majbritt,0,0,0,0,0,0
Maj-Britt,0,0,0,2,0,0
Majd,6,6,4,7,7,10
Majda,0,2,0,0,2,0
Majed,2,4,3,4,2,3
Majid,5,0,5,5,5,6
Majida,0,0,2,0,0,0
Majja,2,2,0,0,0,0
Majkel,0,0,0,0,2,0
Majken,169,197,216,206,214,216
Majli,0,2,0,0,0,2
Majlinda,0,0,0,0,0,0
Majlis,4,8,15,10,10,13
Maj-Lis,4,3,2,3,2,3
Majula,0,0,0,0,0,0
Majus,0,0,0,3,0,0
Majvi,2,0,0,0,0,5
Mak,4,2,2,0,4,0
Makan,0,0,0,0,0,0
Makar,0,2,0,0,0,0
Makayla,0,0,2,0,0,0
Makbel,0,0,3,0,2,3
Makda,0,0,0,0,2,0
Makeda,0,2,0,0,0,0
Makiba,0,0,0,0,0,0
Makka,0,0,0,0,0,0
Maks,0,2,0,2,0,0
Maksim,9,10,7,8,9,2
Maksimilian,0,2,0,0,0,0
Maksymilian,5,6,2,5,7,0
Maksymiljan,2,0,0,0,0,0
Malaak,2,0,2,2,2,4
Malachi,0,0,0,0,0,0
Malachy,0,0,0,0,0,0
Malaika,2,4,8,2,6,0
Malak,39,21,41,33,33,24
Malakai,0,0,0,3,0,0
Malaya,0,0,0,0,2,0
Malaz,0,0,2,0,0,0
Malcolm,32,30,21,31,22,22
Malcom,6,6,5,4,2,7
Malda,0,0,0,0,0,0
Malea,0,0,0,0,0,0
Maleah,0,0,0,0,0,0
Maleek,0,0,0,0,3,0
Malek,17,11,17,20,20,14
Malena,3,0,0,0,0,3
Mali,0,0,2,0,2,0
Malia,2,2,3,2,0,3
Maliah,0,0,0,0,0,0
Malick,3,0,2,2,0,0
Maliik,0,0,0,0,0,0
Malik,30,16,24,33,31,41
Malika,5,8,6,8,9,7
Malin,26,22,19,12,11,13
Malina,2,0,3,2,0,0
Malinda,0,0,0,0,0,0
Maliq,0,0,0,0,0,0
Malisa,0,0,0,2,0,0
Malissa,0,0,0,0,0,0
Maliya,0,2,0,0,0,0
Malk,0,0,0,0,0,0
Malkin,0,0,0,0,0,0
Malkolm,3,2,0,5,0,0
Malkom,0,0,0,2,0,0
Malla,2,0,0,0,0,0
Mallak,0,2,0,0,0,0
Malou,20,18,23,25,22,19
Malte,349,368,317,295,347,312
Malthe,2,0,2,6,0,4
Malti,0,0,0,2,0,0
Maltin,0,0,2,0,0,0
Malton,0,0,0,3,0,3
Malva,66,70,70,72,81,77
Malwa,4,6,8,6,7,8
Malve,2,4,4,5,16,12
Malvin,3,4,0,0,0,0
Malwin,0,0,0,0,0,0
Malvina,10,5,8,3,6,4
Malyun,0,2,0,0,0,0
Mamadou,0,0,0,0,0,0
Mamie,0,0,0,0,0,0
Mamoun,0,0,0,3,0,3
Mana,4,0,0,0,2,2
Manaal,6,2,7,2,3,4
Manahil,0,0,0,0,2,0
Manal,6,12,7,18,18,14
Manan,2,0,0,0,0,2
Manana,0,0,0,0,0,0
Manar,0,0,6,2,6,3
Manasa,2,0,0,0,0,0
Manassa,0,2,0,0,0,2
Manda,14,5,5,9,0,4
Mandana,0,0,0,0,0,0
Mandek,0,0,0,2,0,0
Mandela,0,2,0,0,0,0
Mandeq,0,0,0,0,0,0
Mandor,0,0,0,0,0,0
Mandus,6,4,0,3,0,2
Mandy,0,0,0,2,0,0
Mane,0,0,2,0,0,0
Manessa,2,5,5,7,0,2
Manfred,40,48,57,46,47,47
Manfredi,0,0,0,0,0,0
Manfrid,0,0,0,0,0,0
Manh,0,0,0,0,0,0
Manha,0,3,2,8,4,8
Mani,2,0,0,0,2,0
Máni,0,0,0,0,0,0
Manisa,0,0,5,3,5,5
Manissa,0,0,3,4,2,0
Manja,0,0,0,3,0,0
Manna,0,0,0,0,0,0
Mannat,0,0,2,0,0,0
Manne,29,32,28,28,30,45
Mannfred,0,0,0,2,0,0
Manolo,0,0,0,0,0,0
Manon,0,0,0,0,0,4
Manou,2,0,0,0,0,0
Mansoor,0,2,0,2,0,0
Mansour,0,0,0,0,3,0
Mansur,2,0,0,0,0,0
Mansuur,0,0,0,3,0,0
Mantas,0,0,0,0,0,2
Manu,0,0,0,0,0,0
Manuel,3,5,6,3,4,5
Manuela,2,5,0,0,0,4
Manuella,0,0,0,3,0,2
Manya,0,0,2,0,0,0
Mara,0,0,2,0,2,2
Marah,0,2,3,0,0,0
Maral,0,2,0,5,2,0
Maram,5,6,6,7,10,8
Maranata,0,0,3,3,2,3
Maranatha,0,0,0,0,2,3
Marc,7,0,8,5,7,8
Marcel,33,33,30,45,36,44
Marcela,3,2,0,0,0,2
Marcelina,0,3,2,3,4,2
Marcelino,0,0,0,3,3,0
Marcell,0,0,3,2,3,2
Marcella,0,2,4,2,0,4
Marcello,7,0,3,5,4,4
Marcelo,7,5,11,9,6,6
Marcin,0,4,0,0,0,0
Marco,5,5,10,6,5,7
Marcon,0,0,0,2,0,2
Marcos,0,0,0,0,0,0
Marcus,63,63,53,42,41,32
Marcuz,0,0,0,0,0,0
Mard,0,0,0,3,0,0
Mardin,0,5,0,0,2,0
Mardokay,0,0,0,0,2,0
Marduk,2,0,0,0,0,0
Maream,0,0,0,0,0,0
Marenius,0,0,0,0,0,0
Margad,2,0,0,5,0,0
Margaret,0,0,0,0,0,0
Margareta,2,2,4,3,0,4
Margaretha,0,0,0,0,0,0
Margarita,3,2,0,0,3,0
Margaux,0,3,2,2,4,6
Márge,2,0,0,0,0,0
Margit,8,11,6,10,8,8
Margo,0,4,0,4,2,4
Margot,2,3,4,2,7,8
Margret,0,0,0,2,0,2
Margrét,0,0,0,0,0,0
Mari,0,4,6,0,2,0
Maria,142,155,225,227,212,214
Maria Luiza,0,0,0,0,0,0
Maria-Emilia,0,0,0,0,0,0
Mariah,0,2,2,5,0,4
Mariam,53,67,56,86,66,74
Mariama,3,6,5,5,7,4
Mariamawit,0,0,0,0,2,2
Marian,0,4,0,4,0,0
Mariana,5,2,2,0,5,3
Marianna,0,0,0,3,0,0
Marianne,8,11,4,6,4,12
Maria-Therese,0,0,0,0,0,0
Mariatou,0,0,2,0,0,0
Maribel,0,4,0,2,3,2
Maribell,3,0,0,2,4,0
Maribelle,0,0,3,0,2,3
Marica,0,0,0,0,0,0
Marie,6,11,12,9,9,2
Mariebelle,0,0,0,0,0,0
Mariel,0,0,0,0,0,2
Mariell,0,0,0,2,2,0
Mariella,5,0,11,6,10,5
Marielle,6,9,5,6,7,7
Marie-Louise,0,0,0,0,0,0
Mariem,5,7,2,0,0,2
Marigold,0,0,0,0,0,0
Marigona,0,0,0,0,0,0
Marija,5,3,4,5,4,0
Marijana,0,0,0,0,0,0
Marika,2,0,2,0,0,2
Marilia,0,0,0,0,0,0
Marilou,2,0,0,0,0,0
Marilyn,2,2,2,3,0,0
Marim,0,0,2,0,0,0
Marin,0,0,0,0,2,0
Marina,13,13,11,11,10,12
Marinella,0,0,0,2,0,0
Marino,0,3,2,0,0,0
Marinus,0,0,0,2,0,0
Mario,20,19,16,17,10,10
Marion,3,9,3,2,5,7
Marios,3,2,2,0,0,0
Marisa,2,2,0,0,0,0
Marisol,0,0,0,0,0,0
Marissa,3,0,3,5,5,8
Marit,4,3,2,2,2,0
Marita,7,3,7,12,9,5
Maritta,0,3,0,4,4,11
Maritza,0,0,2,0,0,0
Marius,16,9,17,11,12,8
Mariya,0,2,3,0,3,0
Mariyam,0,3,2,0,0,2
Marja,0,2,0,0,4,4
Marjam,0,0,0,0,0,0
Marjan,0,0,0,0,0,0
Marjana,0,0,0,0,2,0
Mark,15,13,16,16,14,16
Markan,0,0,0,2,0,0
Markas,0,0,0,3,0,4
Marko,5,11,4,2,10,12
Markon,2,0,0,4,0,0
Markos,0,0,2,4,3,0
Markus,43,35,23,22,19,20
Markús,0,0,0,0,0,0
Markuss,0,0,2,0,0,0
Marla,2,0,0,0,0,0
Marlen,0,0,2,0,0,0
Marlena,0,0,2,0,0,0
Marlene,4,3,0,2,3,0
Marley,32,28,30,24,26,23
Marlie,5,2,3,2,2,0
Marlin,0,0,0,0,2,0
Marlo,2,0,2,0,0,0
Marlon,17,21,26,18,27,13
Marly,0,2,3,0,0,0
Maroa,0,0,0,0,0,0
Maroun,0,0,0,0,0,0
Marsel,0,0,0,0,0,0
Marsell,0,0,0,0,0,0
Marselo,0,0,0,0,0,0
Marsona,0,0,0,2,0,0
Mart,0,0,0,0,2,0
Marta,11,13,13,11,19,21
Marten,0,0,0,0,0,0
Martha,6,6,5,5,2,5
Marthin,0,0,0,0,0,0
Martin,64,47,53,46,57,28
Martina,14,10,9,2,8,8
Martine,0,0,0,0,0,0
Martino,0,0,0,0,0,0
Martins,3,0,0,0,0,0
Martinus,0,0,0,2,0,0
Martyna,3,3,0,0,0,0
Martynas,2,0,0,0,0,0
Maruan,0,0,0,0,0,0
Marva,0,0,0,0,0,0
Marwa,28,16,20,19,23,17
Marwaan,0,4,2,3,0,4
Marwah,3,0,0,0,0,0
Marwan,10,7,21,15,20,21
Marvel,0,2,2,0,2,2
Marven,2,0,0,0,0,0
Marvin,12,14,17,10,11,14
Marwin,2,11,8,3,2,2
Mary,23,12,26,19,17,19
Marya,0,0,2,3,4,0
Maryam,55,65,47,89,79,57
Maryama,19,21,19,14,16,23
Maryan,4,4,2,3,4,4
Mary-Ann,0,0,0,0,0,0
Marybelle,0,0,0,2,0,0
Mary-Ellen,0,0,0,0,0,0
Maryem,0,4,0,0,0,4
Mary-Grace,0,0,0,0,0,0
Mary-Jane,0,0,0,2,0,0
Marylou,0,0,0,0,2,0
Mary-Lou,2,2,0,0,0,0
Mary-Rose,0,0,0,0,0,0
Masa,3,9,15,23,28,23
Masah,0,0,0,0,2,0
Masal,0,0,0,0,0,2
Masar,0,0,0,0,0,0
Mascud,0,2,3,6,4,0
Mascuud,2,5,2,2,2,0
Masha,0,0,0,0,0,0
Masih,2,0,0,0,3,2
Maslah,0,2,0,0,0,0
Mason,23,33,38,38,29,38
Masood,0,0,2,0,0,0
Masoud,0,0,2,0,0,3
Massa,0,0,3,6,4,0
Massi,2,0,0,0,0,0
Massimiliano,0,0,0,0,0,2
Massimo,3,0,0,3,0,0
Masti,0,0,0,0,0,0
Masud,7,5,4,10,6,5
Masuud,0,0,2,2,0,0
Matas,2,0,3,2,4,0
Matay,0,0,0,0,0,0
Mate,0,0,0,2,0,0
Máté,2,0,0,0,0,0
Matea,3,5,3,5,3,4
Mateen,0,2,0,0,0,0
Matei,0,2,3,2,6,7
Matej,3,0,0,3,3,3
Mateja,2,0,3,2,2,0
Mateo,49,54,64,61,108,141
Matéo,0,0,0,4,2,3
Mateus,3,4,4,3,4,5
Mateusz,2,2,0,3,3,2
Mathea,3,6,2,7,3,6
Matheo,83,97,94,149,193,218
Mathéo,0,2,2,6,4,5
Matheos,0,0,0,0,2,0
Matheus,16,22,35,22,27,28
Mathew,2,0,3,0,0,0
Mathias,14,21,22,14,11,14
Mathieu,0,0,0,2,0,0
Mathilda,65,54,61,47,32,24
Mathilde,25,15,11,13,13,26
Mathis,4,0,2,2,0,2
Matia,0,0,0,0,0,0
Matias,8,5,3,8,11,15
Matías,0,0,0,0,2,0
Matija,0,3,0,2,0,2
Matilda,214,204,170,140,133,105
Matilde,5,5,14,3,5,5
Matin,7,10,8,11,12,10
Matina,0,0,0,2,0,0
Matisse,0,0,0,0,0,0
Matiwos,0,0,5,2,0,5
Matiyas,0,0,0,0,2,0
Mats,6,3,5,5,4,4
Mattea,0,0,0,0,0,0
Matteo,63,93,97,126,131,218
Mattéo,0,2,0,0,0,0
Matteus,38,48,46,59,46,47
Mattheo,3,6,4,4,7,9
Matthéo,0,0,0,0,2,0
Mattheus,3,2,3,5,9,0
Matthew,3,6,7,13,12,12
Matthews,0,0,2,0,0,0
Matthias,6,0,2,3,6,4
Matti,6,11,6,4,5,0
Mattia,0,2,0,2,2,2
Mattias,50,37,45,46,42,50
Mattin,0,0,0,0,3,0
Mattis,27,32,35,21,20,26
Matts,2,0,0,0,0,0
Matusala,0,0,0,0,2,0
Matvej,0,2,0,0,0,0
Matyas,0,0,0,2,0,0
Matylda,3,0,3,0,0,4
Maud,6,3,4,4,2,5
Maude,0,0,0,0,0,0
Maurice,0,2,2,0,0,0
Mauricio,0,0,0,0,2,0
Maurits,0,2,0,0,0,0
Mauritz,7,6,10,13,6,8
Mauro,2,3,3,2,2,2
Mawa,0,2,0,0,0,0
Mawada,3,5,6,6,4,7
Mawadda,0,0,2,2,0,0
Maverick,2,0,0,2,2,0
Mavi,0,0,0,0,2,0
Mavin,0,0,0,0,0,0
Mavis,0,0,2,0,0,0
Max,362,318,307,294,238,201
Maxamed,0,0,2,0,2,0
Maxemilian,2,0,2,0,0,0
Maxim,8,15,14,13,14,11
Maxima,2,0,0,0,0,0
Maxime,2,3,6,0,4,4
Maximiliam,9,10,9,5,4,3
Maximilian,152,140,138,138,125,99
Maximiliano,3,0,2,0,0,2
Maximilien,0,0,0,2,0,0
Maximilliam,2,2,0,0,2,0
Maximillian,10,10,10,4,6,2
Maximillion,0,0,0,0,0,0
Maximo,0,0,0,0,0,0
Máximo,0,0,0,0,0,0
Maximos,0,0,0,0,0,0
Maximus,23,26,22,25,18,19
Maximuz,0,0,0,0,0,0
Maxine,12,5,11,8,25,20
Maxinne,0,0,0,0,0,0
Maxmilian,0,0,0,0,0,0
Maxmillian,0,0,0,0,0,0
Maxton,0,0,0,0,4,0
Maxwell,7,6,11,8,6,2
Maxx,0,0,0,0,0,0
Maxymilian,0,0,0,0,0,0
May,4,6,4,6,3,4
Maya,146,148,153,124,167,148
Mayah,3,2,0,0,0,0
Maya-Li,0,0,0,0,0,0
Mayan,2,0,0,0,0,0
Mayar,8,10,16,21,30,23
Mayia,0,0,0,0,0,0
Maykel,0,0,0,0,0,0
Mayla,0,0,3,0,5,0
Maylee,0,2,0,2,0,0
Maylie,0,2,0,0,0,0
Maymun,0,2,2,0,0,0
Maymuna,0,0,0,0,0,2
Maymuun,0,0,0,2,0,0
Mayra,2,2,0,0,3,3
Mays,0,0,0,2,2,3
Maysa,2,0,0,2,2,6
Maysaa,0,0,3,0,0,0
Maysam,0,0,2,0,0,0
Maysan,0,0,2,0,0,0
Mayson,0,0,0,4,0,0
Mayte,0,0,0,2,0,0
Maytham,3,0,0,0,0,0
Mazen,0,2,6,5,5,2
Mazim,0,0,0,2,0,0
Mazin,2,2,0,2,2,3
Mazon,0,0,2,0,0,2
Mckenzie,0,0,0,0,2,0
Md,2,0,0,0,0,0
Mea,5,0,4,3,2,0
Mecit,0,0,0,0,0,0
Medea,0,0,2,0,0,0
Medhanie,0,0,2,0,0,0
Mediha,0,0,0,0,2,0
Medin,0,0,0,2,2,2
Medina,53,44,44,47,29,49
Medinah,0,0,0,0,0,0
Medine,3,0,3,0,3,0
Meela,0,0,0,0,0,0
Meena,2,0,0,0,2,0
Meenakshi,2,0,0,0,0,0
Meera,2,0,0,0,0,0
Meerab,0,2,2,0,0,0
Meg,0,2,2,0,0,3
Megan,0,2,2,0,2,0
Mehdi,15,11,7,7,6,8
Mehdy,3,0,0,0,0,0
Meher,0,0,0,2,0,0
Mehmed,0,0,2,0,0,0
Mehmet,4,5,6,5,3,0
Mehmet Ali,0,0,0,0,0,2
Mehrab,0,0,0,0,0,0
Mehrad,0,0,2,0,0,0
Mehran,0,0,0,0,2,5
Mehreen,0,0,0,0,0,0
Mei,2,0,4,2,2,0
Meia,5,3,6,6,10,9
Meiah,0,0,0,0,0,0
Meija,22,14,15,16,12,18
Meili,0,0,0,0,0,0
Meimi,0,0,2,0,0,0
Meiya,0,0,0,3,0,0
Meja,233,201,195,167,150,166
Mejja,0,3,0,0,0,0
Mejra,0,0,0,2,2,0
Meklit,0,0,0,4,2,0
Mel,0,0,0,0,0,0
Mela,5,2,0,3,4,4
Melab,0,0,0,0,2,0
Melael,0,0,0,3,5,2
Melaher,0,0,4,8,6,9
Melak,3,3,2,2,0,0
Melani,2,0,0,2,2,2
Melania,0,3,0,8,6,3
Melanie,56,70,75,96,95,78
Mélanie,0,0,0,0,0,0
Melanija,0,2,0,0,0,2
Melany,3,0,4,4,2,2
Melat,0,3,4,0,0,5
Melayah,0,0,0,0,0,0
Melba,0,0,0,0,0,0
Melcer,0,0,0,0,0,0
Melchior,0,0,0,0,0,0
Melda,0,2,3,0,0,0
Meldina,0,0,0,0,0,0
MeldinM,2,0,2,2,0,0
Meleah,0,0,0,4,0,2
Melek,16,10,19,10,27,7
Melenie,5,0,2,0,2,0
Meli,0,0,0,0,3,0
Melia,4,5,4,5,7,7
Melias,0,0,0,0,0,3
Melica,0,0,0,0,0,0
Melicia,5,6,3,5,2,0
Melie,0,0,0,2,0,2
Melih,0,0,0,0,0,0
Meliha,2,0,6,3,0,3
Meliina,0,0,2,0,0,0
Melik,0,0,0,0,0,0
Melika,2,5,5,4,5,8
Melike,2,2,0,0,3,0
Melin,0,2,0,2,0,0
Melina,119,125,115,127,148,137
Melinah,0,0,0,0,2,0
Melinay,0,0,0,2,0,0
Melinda,30,22,17,12,20,17
Melindah,0,0,0,0,0,0
Meline,0,3,3,6,3,6
Melinn,0,0,2,0,0,0
Melinne,0,0,0,0,0,2
Melis,4,3,4,0,0,0
Melisa,25,18,11,12,21,19
Melisia,0,0,0,0,0,0
Melissa,191,163,197,173,156,152
Mélissa,0,2,0,0,0,0
Melita,0,0,0,0,2,0
Melix,0,0,0,0,2,0
Meliza,0,0,0,0,0,0
Melizza,4,0,3,4,2,3
Melker,343,386,329,334,294,280
Mella,3,0,6,2,5,0
Mellanie,0,0,0,2,0,0
Melleni,0,0,0,0,0,0
Mellie,3,6,3,3,4,4
Mellvin,0,0,0,0,0,0
Mellwin,0,2,2,2,0,0
Melly,0,0,0,0,0,0
Melodi,3,4,2,5,7,3
Melodie,3,6,4,5,5,3
Melody,28,32,29,25,23,23
Melona,0,0,0,0,0,0
Melonie,0,2,0,0,3,6
Melony,0,0,0,0,0,0
Melorin,0,0,0,2,3,2
Melos,0,0,0,0,0,0
Meltem,0,0,0,0,0,0
Melton,0,0,0,0,0,0
Melva,0,0,0,0,0,0
Melvin,337,343,311,257,275,240
Melwin,145,154,146,145,139,111
Melvina,2,3,2,0,0,0
Melwina,0,0,0,0,0,0
Memet,2,0,0,0,0,0
Memphis,5,3,0,5,0,3
Mena,0,0,0,0,0,0
Menal,0,0,0,0,0,0
Menar,0,0,0,0,0,0
Menesa,0,0,0,0,0,0
Menessa,2,2,0,0,0,0
Menil,0,0,0,2,0,0
Menissa,0,0,2,0,0,0
Menja,3,0,0,0,0,0
Menkem,0,0,0,0,4,0
Menna,0,0,0,0,0,0
Mennah,0,0,0,0,0,0
Mensur,0,0,0,0,0,0
Meo,0,0,0,0,0,0
Meral,0,0,6,5,4,7
Meralda,0,0,0,0,2,0
Mercedes,5,5,9,9,2,3
Mercedez,5,0,0,0,0,0
Mercy,2,0,2,0,2,4
Merdan,0,2,0,3,0,0
Merel,0,0,0,0,0,0
Merella,0,0,0,0,0,0
Mergim,0,0,0,2,0,0
Merhawi,0,0,2,0,0,0
Meri,2,0,0,0,0,2
Meriam,5,0,4,2,4,2
Merida,3,2,2,9,2,3
Meriem,0,0,3,0,3,0
Merilin,0,0,2,0,0,0
Merina,0,3,3,0,4,3
Meris,0,0,0,0,0,0
Merissa,0,0,0,0,0,0
Merit,3,0,0,0,0,0
Merita,0,0,0,0,0,0
Merjam,0,0,0,0,0,0
Merjem,4,9,7,3,7,5
Merjema,0,0,0,0,0,0
Merla,2,0,0,0,0,0
Merle,0,0,2,0,0,0
Merlin,2,0,2,2,3,2
Merna,3,3,4,3,3,0
Meron,2,0,4,0,6,7
Merry,2,0,2,0,2,0
Mersana,0,0,0,2,0,0
Mert,11,11,8,6,9,7
Merwa,0,0,0,2,0,0
Mervan,4,2,2,3,5,4
Merwan,0,0,0,0,0,0
Mervat,0,0,2,0,2,0
Merve,2,3,2,2,5,0
Mery,0,0,0,0,2,0
Meryam,0,3,0,3,2,3
Meryem,11,13,15,15,6,5
Mesli,0,0,2,0,0,0
Messi,2,0,0,0,0,0
Messiah,0,0,0,0,0,0
Mesut,0,0,2,0,0,0
Meta,0,0,0,0,2,0
Mete,2,6,3,2,0,0
Metehan,0,0,3,0,2,0
Metin,4,3,0,2,0,3
Mette,4,0,5,7,0,0
Meva,0,0,0,0,0,0
Meweda,0,0,0,0,0,0
Mevlan,0,0,0,0,0,0
Mey,0,0,0,0,2,0
Meya,47,46,39,32,39,43
Meyah,0,2,0,0,0,2
Meya-Li,0,0,2,0,0,0
Meyar,2,2,0,0,0,2
Meyli,0,0,0,0,2,2
Meylin,0,0,0,0,2,0
Meymuna,0,0,0,0,2,0
Meyra,6,3,2,2,0,3
Meysa,0,0,0,0,0,0
Mhy,0,0,0,0,0,0
Mi,0,0,2,0,0,0
Mia,49,56,64,76,59,67
Mia-Maria,0,0,0,0,0,0
Mian,0,0,0,0,0,0
Miar,0,2,0,0,0,0
Mica,0,0,0,0,0,0
Micael,0,0,2,0,0,0
Micaela,4,0,0,0,0,2
Micaella,0,0,0,0,0,0
Micah,3,2,4,3,4,4
Micha,0,0,0,0,0,0
Michael,35,34,31,42,33,24
Michaela,7,8,11,5,12,2
Michaella,0,0,0,0,0,0
Michail,2,0,2,0,2,2
Michal,3,2,4,3,0,0
Michalina,3,2,4,0,2,0
Micheal,2,0,0,0,0,0
Michel,6,0,6,5,10,4
Michelangelo,2,0,0,2,0,2
Michele,0,0,0,0,0,0
Micheline,0,2,0,0,0,0
Michell,0,2,2,0,0,0
Michella,0,0,0,0,0,0
Michelle,63,49,59,71,49,35
Mick,0,0,2,0,0,0
Mickael,0,0,3,0,2,0
Mickaela,0,0,0,0,0,0
Mickel,0,0,0,0,0,0
Mickelina,0,0,0,0,0,0
Mickey,2,0,2,0,0,0
Micraaj,0,2,0,0,0,0
Midas,3,4,4,5,2,2
Midna,0,0,0,2,0,2
Mido,0,0,0,0,0,0
Midori,0,0,0,0,0,0
Mie,0,2,0,2,0,0
Mielaher,0,0,0,0,0,0
Mielat,0,0,0,0,2,0
Miguel,6,8,6,4,7,6
Mihael,0,0,0,0,0,0
Mihai,0,0,0,0,0,0
Mihail,2,0,2,0,0,2
Mihailo,0,0,3,0,4,2
Mihajlo,0,3,3,5,2,0
Mihriban,0,0,0,2,0,0
Miika,0,0,0,0,0,2
Miila,0,2,0,0,0,0
Miilo,4,0,0,0,2,2
Miio,2,0,0,0,0,0
Miira,0,0,0,0,0,0
Mija,2,0,0,2,4,0
Mijo,5,0,4,4,0,6
Mika,27,27,19,24,45,27
Mikaeel,0,0,0,4,0,0
Mikael,46,49,52,33,39,58
Mikaela,35,22,29,22,21,22
Mikaele,0,0,0,0,0,0
Mikaella,0,0,0,0,0,0
Mikail,15,16,20,10,17,12
Mikal,3,0,3,4,2,0
Mike,4,9,11,8,7,4
Mikel,4,0,0,0,2,0
Mikela,0,0,0,0,0,0
Mikhael,3,0,0,0,0,0
Mikhail,2,0,3,0,0,0
Miki,0,0,0,0,0,0
Mikias,2,0,0,5,0,3
Mikiyas,0,0,0,0,0,0
Mikkel,4,2,3,2,3,2
Mikko,2,2,0,4,3,6
Miko,2,0,0,0,0,0
Mikolaj,0,3,6,5,7,0
Mikyas,0,0,0,0,2,5
Mila,95,114,142,171,235,311
Milad,11,6,6,6,7,11
Milah,0,0,0,0,3,2
Milaja,0,2,0,0,0,0
Milan,44,43,52,61,90,86
Milán,2,0,0,0,0,0
Milana,8,9,7,4,7,10
Milani,0,0,0,0,3,0
Milania,4,2,0,0,0,0
Milas,11,2,12,9,17,19
Milda,0,3,2,0,2,2
Mildred,2,3,3,4,3,3
Mile,0,0,0,0,0,0
Milea,13,4,12,23,28,16
Miléa,4,3,8,10,10,12
Mileah,0,3,8,13,20,20
Miléah,0,0,0,2,0,0
Milean,3,0,0,2,0,0
Mileja,3,0,0,0,2,4
Milena,7,9,3,9,16,20
Mileo,3,0,0,0,2,0
Mileon,7,2,14,15,6,6
Miles,0,5,7,4,4,2
Miley,7,6,4,5,0,7
Mileya,0,2,0,0,0,3
Mili,0,2,0,0,0,0
Milia,29,29,34,31,32,18
Miliam,26,25,17,9,13,10
Milian,80,108,133,139,135,113
Miliana,0,0,2,0,2,0
Miliano,0,0,0,2,0,0
Milica,0,3,2,4,8,5
Milie,0,0,0,0,0,0
Milija,0,0,0,0,2,2
Milijan,0,3,2,0,2,0
Milina,0,4,0,2,0,0
Milinda,0,0,2,0,0,0
Milio,11,13,17,10,22,18
Milion,4,6,5,6,2,4
Milissa,0,0,0,0,0,0
Milita,0,0,2,0,0,0
Milja,5,7,4,7,7,0
Miljan,0,0,0,0,0,0
Miljana,2,0,0,0,0,0
Milka,0,4,0,5,4,4
Milkias,0,2,2,7,5,9
Milkiyas,0,0,0,2,2,2
Milkyas,0,0,0,5,5,0
Milla,85,83,82,81,77,56
Millah,0,0,0,0,3,0
Millan,0,0,0,0,0,0
Millaray,0,0,0,0,0,0
Mille,50,50,57,51,42,27
Millea,0,0,0,0,0,0
Millen,0,0,0,0,2,0
Millena,0,0,0,0,0,0
Miller,6,6,4,0,2,2
Milli,3,6,2,3,5,3
Milliam,6,6,5,5,5,0
Millian,4,0,5,0,9,8
Millicent,0,0,0,2,0,0
Millie,59,58,64,57,58,98
Millie-Li,0,0,0,0,0,0
Million,4,4,15,6,11,11
Millton,2,0,0,0,0,0
Milly,23,44,27,29,27,27
Milo,264,241,245,254,275,231
Milon,0,2,3,2,6,3
Milonelle,0,2,0,0,0,0
Miloo,0,2,0,0,0,0
Milos,3,4,3,4,0,2
Milosz,0,3,2,3,2,3
Milot,3,0,2,4,5,4
Milou,16,23,29,12,26,29
Milow,0,0,0,0,0,0
Milthon,0,0,2,0,0,0
Milton,246,255,245,203,229,222
Milva,0,3,0,2,0,0
Milwa,0,0,0,0,0,0
Milya,0,2,0,0,2,0
Mim,0,0,0,2,0,0
Mimer,2,3,3,0,0,0
Mimi,2,0,2,3,2,3
Mimie,0,0,0,0,0,0
Mimmi,30,12,26,30,31,32
Mimmie,0,3,0,2,3,0
